title,image_url,link_url,link_type,platform_name
BOOMERANG DEFENSE,http://www.asahi-net.or.jp/~cs8k-cyu/blog/images/bd_2_capture.gif,http://abagames.sakura.ne.jp/html5/bd/,play,browser
CHARGE RUSH,http://www.asahi-net.or.jp/~cs8k-cyu/blog/images/cr_capture.gif,http://abagames.sakura.ne.jp/html5/cr/,play,browser
TOP EDGE SCROLL,http://www.asahi-net.or.jp/~cs8k-cyu/blog/images/tes_capture.gif,http://abagames.sakura.ne.jp/html5/tes/,play,browser
GRAVITY BOMB,http://www.asahi-net.or.jp/~cs8k-cyu/blog/images/gb_capture.gif,http://abagames.sakura.ne.jp/html5/gv/,play,browser
TRIPLE TRAPLE,http://www.asahi-net.or.jp/~cs8k-cyu/blog/images/tt_capture.gif,http://abagames.sakura.ne.jp/html5/tt/,play,browser
ROW LEFT RIGHT,http://www.asahi-net.or.jp/~cs8k-cyu/blog/images/rlr_capture.gif,http://abagames.sakura.ne.jp/html5/rlr/,play,browser
BOUNCE RISE,http://www.asahi-net.or.jp/~cs8k-cyu/blog/images/br_capture.gif,http://abagames.sakura.ne.jp/html5/br/,play,browser
PSEUDO COLLISION,http://www.asahi-net.or.jp/~cs8k-cyu/blog/images/pc_capture.gif,http://abagames.sakura.ne.jp/html5/pc/,play,browser
ITEMS FOR YOU AND ME,http://www.asahi-net.or.jp/~cs8k-cyu/blog/images/ifym_capture.gif,http://abagames.sakura.ne.jp/html5/ifym/,play,browser
REFLECRED,http://www.asahi-net.or.jp/~cs8k-cyu/blog/images/rr_capture.gif,http://abagames.sakura.ne.jp/html5/rr/,play,browser
CROSS CANNON,http://www.asahi-net.or.jp/~cs8k-cyu/blog/images/cc_capture.gif,http://abagames.sakura.ne.jp/html5/cc/,play,browser
springcar,https://raw.githubusercontent.com/abagames/jsgame256/master/docs/springcar.png,https://abagames.github.io/jsgame256/springcar.html,play,browser
snowdrop,https://raw.githubusercontent.com/abagames/jsgame256/master/docs/snowdrop.png,https://abagames.github.io/jsgame256/snowdrop.html,play,browser
fallingboot,https://raw.githubusercontent.com/abagames/jsgame256/master/docs/fallingboot.png,https://abagames.github.io/jsgame256/fallingboot.html,play,browser
lineart,https://raw.githubusercontent.com/abagames/jsgame256/master/docs/lineart.png,https://abagames.github.io/jsgame256/lineart.html,play,browser
inoutcar,https://raw.githubusercontent.com/abagames/jsgame256/master/docs/inoutcar.png,https://abagames.github.io/jsgame256/inoutcar.html,play,browser
boxpress,https://raw.githubusercontent.com/abagames/jsgame256/master/docs/boxpress.png,https://abagames.github.io/jsgame256/boxpress.html,play,browser
piyopoyon,https://raw.githubusercontent.com/abagames/jsgame256/master/docs/piyopoyon.png,https://abagames.github.io/jsgame256/piyopoyon.html,play,browser
sinebomb,https://raw.githubusercontent.com/abagames/jsgame256/master/docs/sinebomb.png,https://abagames.github.io/jsgame256/sinebomb.html,play,browser
