title,image_url,link_url,link_type,platform_name
Mazer Mayhem,http://www.asahi-net.or.jp/~cs8k-cyu/xna/mm/mm_0.gif,http://www.asahi-net.or.jp/~cs8k-cyu/xna/mm/index_e.html,detail,windows
GearToyGear,http://www.asahi-net.or.jp/~cs8k-cyu/xna/gtg/gtg_0_s.gif,http://www.asahi-net.or.jp/~cs8k-cyu/xna/gtg/index_e.html,detail,windows
S SHAKE,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/sshake/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?sshake,play,browser
CAST N,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/castn/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?castn,play,browser
SWINGBY,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/swingby/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?swingby,play,browser
G TAIL,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/gtail/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?gtail,play,browser
ROLL S,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/rolls/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?rolls,play,browser
BREED C,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/breedc/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?breedc,play,browser
ANT LION,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/antlion/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?antlion,play,browser
KITE,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/kite/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?kite,play,browser
IN TOW,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/intow/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?intow,play,browser
SNAKY,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/snaky/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?snaky,play,browser
WIPER,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/wiper/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?wiper,play,browser
EMBATTLED,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/embattled/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?embattled,play,browser
R RING,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/rring/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?rring,play,browser
SCREEN,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/screen/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?screen,play,browser
R WHEEL,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/rwheel/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?rwheel,play,browser
ZOOM IO,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/zoomio/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?zoomio,play,browser
NUMBER LINE,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/numberline/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?numberline,play,browser
THUNDER,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/thunder/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?thunder,play,browser
LINE B,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/lineb/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?lineb,play,browser
CATAPULT,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/catapult/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?catapult,play,browser
MAKE MAZE,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/makemaze/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?makemaze,play,browser
SQUARE BAR,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/squarebar/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?squarebar,play,browser
TEETER,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/teeter/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?teeter,play,browser
REFLECTOR,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/reflector/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?reflector,play,browser
LIFT UP,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/liftup/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?liftup,play,browser
RPS,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/rps/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?rps,play,browser
V BOMB,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/vbomb/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?vbomb,play,browser
D PISTOLS,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/dpistols/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?dpistols,play,browser
ORBIT MAN,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/orbitman/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?orbitman,play,browser
NUMBER BALL,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/numberball/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?numberball,play,browser
MIRROR FLOOR,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/mirrorfloor/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?mirrorfloor,play,browser
CROSS LINE,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/crossline/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?crossline,play,browser
SUB JUMP,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/subjump/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?subjump,play,browser
LASER FORTRESS,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/laserfortress/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?laserfortress,play,browser
RAID,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/raid/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?raid,play,browser
TURBULENT,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/turbulent/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?turbulent,play,browser
SCAFFOLD,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/scaffold/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?scaffold,play,browser
REBIRTH,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/rebirth/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?rebirth,play,browser
SCRAMBIRD,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/scrambird/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?scrambird,play,browser
TILTED,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/tilted/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?tilted,play,browser
AERIAL BAR,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/aerialbar/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?aerialbar,play,browser
PIN CLIMB,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/pinclimb/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?pinclimb,play,browser
PARKING,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/parking/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?parking,play,browser
NOT TURN,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/notturn/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?notturn,play,browser
BOMB UP,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/bombup/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?bombup,play,browser
PIZZA ARROW,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/pizzaarrow/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?pizzaarrow,play,browser
JUMP ON,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/jumpon/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?jumpon,play,browser
SIGHT ON,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/sighton/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?sighton,play,browser
SKY FLOOR,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/skyfloor/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?skyfloor,play,browser
UP SHOT,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/upshot/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?upshot,play,browser
BALANCE,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/balance/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?balance,play,browser
HYPER LASER,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/hyperlaser/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?hyperlaser,play,browser
VH WALLS,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/vhwalls/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?vhwalls,play,browser
LIE DOWN,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/liedown/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?liedown,play,browser
UP DOWN PRESS,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/updownpress/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?updownpress,play,browser
LADDER DROP,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/ladderdrop/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?ladderdrop,play,browser
DARK CAVE,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/darkcave/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?darkcave,play,browser
S LANES,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/slanes/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?slanes,play,browser
FUTURE WAKE,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/futurewake/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?futurewake,play,browser
THRUST LR,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/thrustlr/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?thrustlr,play,browser
PHOTON LINE,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/photonline/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?photonline,play,browser
PAIRS DROP,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/pairsdrop/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?pairsdrop,play,browser
THROW M,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/throwm/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?throwm,play,browser
FROM TWO SIDES,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/fromtwosides/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?fromtwosides,play,browser
FROOOOG,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/froooog/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?froooog,play,browser
SMILY ANGRY,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/smilyangry/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?smilyangry,play,browser
REGENE,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/regene/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?regene,play,browser
C NODES,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/cnodes/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?cnodes,play,browser
PUMP PRESS,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/pumppress/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?pumppress,play,browser
TAPE J,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/tapej/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?tapej,play,browser
B BLAST,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/bblast/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?bblast,play,browser
B WALLS,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/bwalls/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?bwalls,play,browser
P FIT,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/pfit/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?pfit,play,browser
NS CLIMB,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/nsclimb/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?nsclimb,play,browser
DESCENT S,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/descents/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?descents,play,browser
TWO LANE,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/twolane/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?twolane,play,browser
ZONE B,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/zoneb/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?zoneb,play,browser
BAMBOO,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/bamboo/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?bamboo,play,browser
UNCTRL,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/unctrl/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?unctrl,play,browser
PILLARS 3D,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/pillars3d/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?pillars3d,play,browser
CHARGE BEAM,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/chargebeam/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?chargebeam,play,browser
INF RANGE,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/infrange/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?infrange,play,browser
LIGHT DARK,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/lightdark/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?lightdark,play,browser
HOPPING P,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/hoppingp/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?hoppingp,play,browser
SNAKE 1,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/snake1/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?snake1,play,browser
PRESS M,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/pressm/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?pressm,play,browser
GRAVELER,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/graveler/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?graveler,play,browser
TWIN P,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/twinp/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?twinp,play,browser
TOTOGE,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/totoge/screenshot.gif ,https://abagames.github.io/crisp-game-lib-games/?totoge,play,browser
HIT BLOW UP,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/hitblowup/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?hitblowup,play,browser
SLASHES,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/slashes/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?slashes,play,browser
CATE P,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/catep/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?catep,play,browser
FLOORS 5,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/floors5/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?floors5,play,browser
SHINY,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/shiny/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?shiny,play,browser
CARD Q,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/cardq/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?cardq,play,browser
GRENADIER,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/grenadier/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?grenadier,play,browser
FIND A STAR,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/findastar/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?findastar,play,browser
ROLLNROPE,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/rollnrope/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?rollnrope,play,browser
DIVARR,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/divarr/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?divarr,play,browser
EAROCK,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/earock/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?earock,play,browser
SPEARAIN,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/spearain/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?spearain ,play,browser
BAROLL,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/baroll/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?baroll,play,browser
FORFOUR,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/forfour/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?forfour,play,browser
SURVIVOR,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/survivor/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?survivor,play,browser
CYWALL,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/cywall/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?cywall,play,browser
LLAND,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/lland/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?lland,play,browser
ARCFIRE,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/arcfire/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?arcfire,play,browser
soniper ,https://github.com/abagames/soniper/raw/master/docs/screenshots/screenshot.gif,https://abagames.github.io/soniper/,play,browser
Consomation ,https://camo.githubusercontent.com/4f415ab424916a5bc95c3d88ba332506ab798c09663429b973b40fa5d0053de3/687474703a2f2f61626167616d65732e73616b7572612e6e652e6a702f31362f636f6e736f6d61746f6e2f73637265656e73686f742e676966,http://abagames.sakura.ne.jp/16/consomaton/,play,browser
rj-10,https://github.com/abagames/rj-10/raw/master/docs/screenshot.gif,https://abagames.github.io/rj-10/index.html,play,browser
XRD,https://github.com/abagames/moonrit/raw/master/docs/screenshots/xrd.gif,https://abagames.github.io/moonrit/xrd/,play,browser
JEX,https://github.com/abagames/moonrit/raw/master/docs/screenshots/jex.gif,https://abagames.github.io/moonrit/jex/,play,browser
SNAKE SHIFT,https://camo.githubusercontent.com/bed39a909eab8720ce0c1d2b5d08f86ec47aa93bc862ff7d30e8a786420721c1/687474703a2f2f61626167616d65732e73616b7572612e6e652e6a702f31382f736e616b652d73686966742f73637265656e73686f742e676966,https://snake-shift.glitch.me/,play,browser
SLICK SLACK,https://camo.githubusercontent.com/dbf68383bcc809a56edd58dd30b4949e4cb390a71f0c5eac8c57192befe1c23d/68747470733a2f2f61626167616d65732e6769746875622e696f2f736c69636b736c61636b2f73637265656e73686f742e676966,https://abagames.github.io/slickslack/index.html,play,browser
DARUMATRON,https://camo.githubusercontent.com/fe58bb2fbd92e747738a8bd2a041d17af87413a1c31583e3e3745ef0b50ac8c5/68747470733a2f2f61626167616d65732e6769746875622e696f2f646172756d6174726f6e2f73637265656e73686f742e676966,https://darumatron.glitch.me/,play,browser
TOBURIED,https://github.com/abagames/tobitaro/raw/master/docs/screenshots/toburied.gif,https://abagames.github.io/tobitaro/buried/index.html,play,browser
TOBITARO,https://github.com/abagames/tobitaro/raw/master/docs/screenshots/tobitaro.gif,https://abagames.github.io/tobitaro/taro/,play,browser
vader,https://camo.githubusercontent.com/4047f82accc3fc30d3802e40f7497d964528de288c15a1d6aed5ae6e838029fc/68747470733a2f2f61626167616d65732e6769746875622e696f2f706978656c2d6172742d67656e2f76616465722e676966,https://abagames.github.io/pixel-art-gen/index.html?vader,play,browser
SPIKE SIDE,https://camo.githubusercontent.com/5dbf1b9fe5d701296cf43ed4baec8ce63e2423e9cb2de19278f1e4ad22e56a60/68747470733a2f2f61626167616d65732e6769746875622e696f2f73696d706c652d67616d652d6163746f722f73637265656e73686f74732f7370696b652e676966,https://abagames.github.io/simple-game-actor/samples/spike/index.html,play,browser
DOCKING,https://camo.githubusercontent.com/63f8443bcb9ef2b732900ce5ea9954c7746c717adc912051d611d7c03dac0079/68747470733a2f2f61626167616d65732e6769746875622e696f2f73696d706c652d67616d652d6163746f722f73637265656e73686f74732f646f636b696e672e676966,https://abagames.github.io/simple-game-actor/samples/docking/index.html,play,browser
BOARD SURF,https://camo.githubusercontent.com/67282750425e838a4838700cd82cd2567ac2819d09f2dad98e088c818580058c/68747470733a2f2f61626167616d65732e6769746875622e696f2f73696d706c652d67616d652d6163746f722f73637265656e73686f74732f737572662e676966,https://abagames.github.io/simple-game-actor/samples/surf/index.html,play,browser
thread,https://camo.githubusercontent.com/d0208c53ada7cef8e7354f9d535e736539b10b59e2193bf3c078ecc0cd3b10f6/68747470733a2f2f61626167616d65732e6769746875622e696f2f706978656c2d706572666563742d636f6c6c696465722f7468726561642e676966,https://abagames.github.io/pixel-perfect-collider/index.html?thread,play,browser
REFREV,https://camo.githubusercontent.com/bced1665a188349943de7cdf9f1f42b8136e4d0720380dee58dafbcecd4d8beb/68747470733a2f2f61626167616d65732e6769746875622e696f2f6f6e652d627574746f6e2d666f722d616c6c2f7265667265762f73637265656e73686f742e676966,https://abagames.github.io/one-button-for-all/refrev/index.html,play,browser
INVORB,https://camo.githubusercontent.com/a6b56f48ba569f650a2f05bfb7a8e94722833f630c63eabe79c1bbf9fb702eed/68747470733a2f2f61626167616d65732e6769746875622e696f2f6f6e652d627574746f6e2d666f722d616c6c2f696e766f72622f73637265656e73686f742e676966,https://abagames.github.io/one-button-for-all/invorb/index.html,play,browser
ROPES,https://camo.githubusercontent.com/59089b6ed5c68c9d05ea4c02c2a2d3081cca2e20171436aef982899215e9c82f/68747470733a2f2f61626167616d65732e6769746875622e696f2f6f6e652d627574746f6e2d666f722d616c6c2f726f7065732f73637265656e73686f742e676966,https://abagames.github.io/one-button-for-all/ropes/index.html,play,browser
IMBALL,https://camo.githubusercontent.com/a01771be3c1271a6ddc4fd8ff313814de90a043831515f5e3750c4cb17563b1a/68747470733a2f2f61626167616d65732e6769746875622e696f2f6f6e652d627574746f6e2d666f722d616c6c2f696d62616c6c2f73637265656e73686f742e676966,https://abagames.github.io/one-button-for-all/imball/index.html,play,browser
SINE CIRCUS,https://github.com/abagames/petit-game-lib/raw/master/docs/screenshots/sinecircus.gif,https://abagames.github.io/petit-game-lib/sinecircus/,play,browser
MAZTIC,https://github.com/abagames/petit-game-lib/raw/master/docs/screenshots/maztic.gif,https://abagames.github.io/petit-game-lib/maztic/index.html,play,browser
SKI ZONE,https://github.com/abagames/petit-game-lib/raw/master/docs/screenshots/skizone.gif,https://abagames.github.io/petit-game-lib/skizone/,play,browser
PILEUP,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/pileup/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?pileup,play,browser
FOOSAN,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/foosan/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?foosan,play,browser
FLIPBOMB,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/flipbomb/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?flipbomb,play,browser
SLALOM,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/slalom/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?slalom,play,browser
DOSHIN,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/doshin/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?doshin,play,browser
BOARDING,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/boarding/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?boarding,play,browser
FLOATER,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/floater/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?floater,play,browser
GOLFME,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/golfme/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?golfme ,play,browser
ZARTAN,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/zartan/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?zartan,play,browser
BALLOON,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/balloon/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?balloon,play,browser
BOTTOP,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/bottop/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?bottop,play,browser
TWHOLS,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/twhols/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?twhols,play,browser
INTERSPACE,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/interspace/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?interspace,play,browser
JUJUMP,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/jujump/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?jujump,play,browser
MONJUM,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/monjum/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?monjum ,play,browser
DIGI10,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/digi10/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?digi10,play,browser
TARUTOBI,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/tarutobi/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?tarutobi,play,browser
ROLFRG,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/rolfrg/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?rolfrg,play,browser
GLOOP,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/gloop/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?gloop,play,browser
COUNT,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/count/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?count,play,browser
REFBALS,https://github.com/abagames/crisp-game-lib-games/raw/main/docs/refbals/screenshot.gif,https://abagames.github.io/crisp-game-lib-games/?refbals,play,browser
FIGURE OF EIGHT,http://www.asahi-net.or.jp/~cs8k-cyu/blog/images/foe_capture.gif,http://abagames.sakura.ne.jp/html5/foe/,play,browser
DOT CAR,http://www.asahi-net.or.jp/~cs8k-cyu/blog/images/dc_capture.gif,http://abagames.sakura.ne.jp/html5/dc/,play,browser
BUBBLE CONNECTION,http://www.asahi-net.or.jp/~cs8k-cyu/blog/images/bc_capture.gif,http://abagames.sakura.ne.jp/html5/bc/,play,browser
SIDE TO SIDE,http://www.asahi-net.or.jp/~cs8k-cyu/blog/images/sts_capture.gif,http://abagames.sakura.ne.jp/html5/sts/,play,browser
HAVE IT COMING,http://www.asahi-net.or.jp/~cs8k-cyu/blog/images/hic_capture.gif,http://abagames.sakura.ne.jp/html5/hic/,play,browser
GEMINI YOU DO,http://www.asahi-net.or.jp/~cs8k-cyu/blog/images/gyd_capture.gif,http://abagames.sakura.ne.jp/html5/gyd/,play,browser
GRAVITY PUSHPULL,http://www.asahi-net.or.jp/~cs8k-cyu/blog/images/gpp_capture.gif,http://abagames.sakura.ne.jp/html5/gpp/,play,browser
IN AND OUT,http://www.asahi-net.or.jp/~cs8k-cyu/blog/images/iao_capture.gif,http://abagames.sakura.ne.jp/html5/iao/,play,browser
POKER ASSORTMENT,http://www.asahi-net.or.jp/~cs8k-cyu/blog/images/pas_capture.gif,http://abagames.sakura.ne.jp/html5/pa/,play,browser
SPRINGING,http://www.asahi-net.or.jp/~cs8k-cyu/blog/images/spr_capture.gif,http://abagames.sakura.ne.jp/html5/spr/,play,browser
CAUGHT IN THE MIDDLE,http://www.asahi-net.or.jp/~cs8k-cyu/blog/images/citm_capture.gif,http://abagames.sakura.ne.jp/html5/citm/,play,browser
